|title|keyphrase
5670|문재인, 민주 영남경선 64.7%로 압승…누계 59.0% 본선행 '눈앞'(종합)|{'강원', '고양', '체육관', '돌입', '문재인', '관측', '정권', '안희정', '포인트', '필요', '승리', '사직 체육관', '누계 투표율', '비중', '참패', '국민', '역동', '추격', '이재명', '연승', '누적 득표율', '투표율', '활용', '사직', '일부', '취재진', '인터뷰 조정호', '민주당 후보', '카운트다운', '민주당 대통령', '마지막', '누계', '빨간불', '격차', '선거인단', '총력전', '대통령 후보', '오후', '포함', '직후', '대한민국 건설', '누적 과반', '지지층', '과반', '일방', '참여', '민주당', '공동', '가운데', '가능'}
5674|문재인, 민주 영남경선 64.7%로 압승…누계 59.0% 본선행 '눈앞'(3보)|{'강원', '관측', '압승 환호', '안희정', '사직 체육관', '참패', '역동', '문재인 조정호', '추격', '이재명', '누적 득표율', '활용', '일부', '최성 고양', '민주당 후보', '민주당 대통령', '상당', '누계', '마지막', '격차', '선거인단', '대통령 후보', '막판 총력전', '오후', '누적 과반', '지지층', '실내 체육관', '사직 실내', '과반', '일방', '참여', '민주당', '공동', '투표수', '가운데', '가능', '지지자'}
5684|민주 영남 경선, 문재인 64.7%·이재명 18.5%·안희정 16.6%(속보)|set()
5685|문재인, 호남·충청·영남 누계 59%…'본선직행' 눈앞(속보)|set()
5688|문재인, 민주 영남 경선서 64.7%로 압승…본선 '성큼'(속보)|set()
5689|민주 영남 경선, 문재인 1위·이재명 2위·안희정 3위(속보)|set()
5691|문재인, 민주당 영남 경선서도 압승…3연승 질주(2보)|{'이재명', '부산 사직', '권역 선출', '체육관', '문재인', '직행', '정견', '후보 선출', '안희정', '민주당', '승리', '득표율', '대통령 후보', '지사', '가능', '민주당 대통령'}
5694|문재인, 민주당 영남 경선서도 승리…3연승 질주(1보)|set()
5699|"""문재인 31%, 안철수 19%, 안희정 14%""<갤럽>(종합2보)"|{'선호도', '문재인', '페이스북', '정의당 심상정', '각축', '가운데 민주당', '안희정', '포인트', '포인트 급등', '한국갤럽', '세종', '우위', '김토일', '오름세', '개요', '지난해', '행정자치부', '이재명', '처리', '연령', '여론', '강세', '지지율', '민주당 지지층', '위원회 홈페이지', '안철수', '신뢰', '포인트 하락', '관심', '시장', '이귀원', '한국갤럽 홈페이지', '참조', '김진태', '심상정', '유권자', '트위터', '표본', '다음', '유승민', '서울', '홍준표', '민주당', '가운데', '민주당 문재인', '분석', '급등'}
5706|"문재인 ""영남서 더 압도적 지지로 정권교체""…영남경선"|{'변수', '체육관', '반문', '문재인', '하늘', '이상헌', '교체', '자랑', '시베리아 가스관', '김대중', '충청', '항공', '화합', '출발', '박근혜', '대통령 추도식', '노무현 대통령', '사직', '영남도', '플랜트 산업', '구속', '견인차', '강조', '언급', '교체 최전선', '민주주의', '모두', '허탈', '지역주의', '미래형 글로벌', '대통령', '개척', '파탄', '작년', '오후', '혁신', '유럽', '활력', '이명박', '텃밭', '의원', '민주당', '동북아', '동해안', '공격', '글로벌 산업'}
5729|"""문재인 31%, 안철수 19%, 안희정 14%""<갤럽>(종합)"|{'선호도', '문재인', '페이스북', '정의당 심상정', '각축', '가운데 민주당', '안희정', '포인트', '포인트 급등', '한국갤럽', '세종', '우위', '김토일', '오름세', '개요', '행정자치부', '이재명', '처리', '연령', '여론', '강세', '지지율', '민주당 지지층', '위원회 홈페이지', '안철수', '신뢰', '포인트 하락', '관심', '시장', '이귀원', '한국갤럽 홈페이지', '참조', '김진태', '심상정', '유권자', '트위터', '표본', '다음', '유승민', '서울', '홍준표', '민주당', '가운데', '민주당 문재인', '분석', '급등'}
5743|"""문재인 31%, 안철수 19%, 안희정 14%""<갤럽>"|{'정의당 심상정', '페이스북', '안희정', '포인트', '한국갤럽', '김토일', '개요', '행정자치부', '이재명', '처리', '연령', '지지율', '위원회 홈페이지', '안철수', '도지사', '신뢰', '이귀원', '한국갤럽 홈페이지', '김진태', '유권자', '트위터', '유승민', '홍준표', '가운데', '민주당 문재인'}
5782|경찰, '문재인 비방글' 신연희 강남구청장 휴대전화 압수|{'계획', '카카오톡', '강남구', '시물', '신연희', '채팅', '공산주의', '동영상', '사이버 수사대', '대한민국', '선거법', '경찰청 사이버', '후보 문재인', '전화', '신연희 강남구', '구청장 집무실', '임기창', '압수수색', '민주당', '중앙 선거관리위원회', '고발장', '수사진'}
5798|"문재인 ""안희정·이재명 함께하는 민주당 정부 만들 것""…TV토론"|{'감사', '이재명', '충청', '서울', '김부겸', '토론회', '나라', '스튜디오', '보수', '대통령', '안희정', '위기', '박원순', '임형섭', '민주당 문재인', '국민', '상식'}
5800|"심재철 ""문재인 아들 입사원서에 날짜 변조 의혹"""|{'왜곡', '범죄', '가위질', '추구', '부적격', '일반직', '하태경', '우편', '가로획', '단독', '변조', '대표', '아들', '정보원', '회의', '특혜', '블로그', '제기', '작성', '위원회', '강조', '나이', '김동현', '선관위', '이날', '날짜', '미비', '결탁', '접수', '흔적', '부의장', '선거관리위원회', '거짓', '권력', '심재철', '공무원 특채', '훼손', '은폐', '증명서', '가운데', '민주당 문재인'}
5805|"유승민 ""도로친박당이나 문재인에 나라 맡길 수 없다"""|{'광물', '분열', '나라', '핵심', '교체', '배치', '공무원', '사무소', '김정일', '여론', '결의안', '선대위', '허용', '미사일 방어', '정종근 포천', '류미나', '위원회', '적폐', '강조', '중앙당', '인명진 위원장', '대통령', '장본인', '청와대 회의', '유승민', '이야기', '혁신', '경기도 포천', '겨냥', '김무성', '감동', '드라마', '민주당 문재인', '도로', '일자리'}
5824|"""문재인 35.2%, 안철수 17.4%, 안희정 12.5%, 이재명 9.5%"""|{'반기문', '문재인', '정의당 심상정', '상당수', '범위', '가중치', '대부분', '강건', '포인트', '회복', '홍준표 경상남도', '개요', '지난해', '행정자치부', '이재명', '리얼미터 홈페이지', '여론', '랭크', '내림세', '시나리오', '손학규', '동향 여론', '답변', '지지율', '처음', '위원회 홈페이지', '사무총장', '자릿수', '안철수', '컨벤션', '실시', '하락세', '참조', '김진태', '심상정', '장년층', '상승세', '탈환 리얼미터', '유승민', '서울', '지지층', '지난주', '안희정 충청남도', '본거지', '오차', '나머지', '단일', '민주당 문재인', '초반', '방식', '탈환 홍준표'}
5869|문재인, 민주 충청 경선서도 47.8%로 승리…2연승에 누계 55.9%(종합)|{'비상 선거인단', '강원', '체육관', '유효 투표수', '마음', '내달', '어감', '필요', '포인트', '역동', '이재명', '통합', '대한민국', '판가름', '승부처', '득표율', '대회전', '민주당 대통령', '추격전', '누계', '말씀', '시장', '탄력', '격차', '대통령', '생각', '반환점', '안희정 텃밭', '급선무', '누적 과반', '청신호', '개혁', '과반', '중원', '송수경', '출신', '극복', '가운데', '민주당 문재인', '권역', '지지자'}
5875|"이재명 ""문재인 과반 저지하고 결선서 결판 내겠다"""|{'고양 시장', '체육관', '문재인', '교체', '안희정', '우위', '준비', '이재명', '바닥', '박경준', '싸움', '최성 고양', '방송 토론회', '당부', '단순', '사람', '누계', '시장', '대통령', '선거인단', '신념', '철학', '다음', '입증', '왼쪽', '과반', '민주당', '민주당 문재인'}
5882|"문재인 ""개혁 위한 압도적 대선승리는 압도적 경선승리가 바탕"""|{'감사', '지난번', '생각', '후보', '체육관', '대한민국', '마음', '개혁', '안희정 후보', '이재명 후보', '정권', '서혜', '승리', '민주당 문재인'}
5883|한국당-문재인측, '文 파산관재인' 역할 두고 종일 공방|{'왜곡', '김태년 캠프', '핵심', '소송', '논평', '유병언', '상대', '신세계', '그룹', '피해자', '탕감', '관재인 부분', '김성원', '전매특허', '화학', '가집행', '강제집행', '명예훼손', '싸움', '처음', '허위', '유병언 업체', '판결', '김동현', '혐의', '김성원 대변인', '대통령', '변호사', '운운', '관재인', '투입', '대여금 반환', '김경수 대변인', '노무현', '서울', '증폭', '김성원 검찰', '홍준표', '반환 소송', '한국', '민주당 문재인'}
5887|문재인, 민주 충청경선서도 47.8%로 승리…2연승에 누계 55.9%(3보)|{'강원', '권역 순회', '체육관', '유효 투표수', '내달', '포인트', '승리', '역동', '이재명', '제주', '민주당 대통령', '추격전', '시장', '반대', '대통령', '안희정 텃밭', '과반', '송수경', '극복', '어감', '민주당 문재인', '가능', '지지자', '각종 여론'}
5908|문재인, 민주 충청 경선서도 승리…호남 이어 2연승(2보)|{'이재명', '체육관', '문재인', '송수경', '순회', '안희정', '텃밭', '승리', '대통령 후보', '지사', '투표수', '민주당 대통령'}
5913|"""문재인 33.0%·안철수 16.6%·안희정 12.6%·이재명 11.2%"""|{'부여', '정의당 심상정', '소속', '녹화', '급등세', '후보 지지율', '안희정', '포인트', '후보 지지층', '서울 마포구', '홍지인', '개요', '행정자치부', '안희정 지지층', '이재명', '김관용', '손학규', '한편', '연합뉴스', '민주당 지지층', '처음', '위원회 홈페이지', '안철수 후보', '신경전', '안철수', '도지사', '포인트 하락', '기자단', '실시', '시장', '남경필 경기도', '참조', '김진태', '유승민', '서울', '안희정 후보', '가중값', '홍준표', '가운데', '민주당 문재인', '데일리안', '이인제'}
5931|"범보수 ""문재인 대통령 되면 매우 위험""…안보 고리로 십자포화"|{'체육관', '참석자', '대변인', '불안감', '문재인 양영석', '필요', '논평', '유병언', '신세계', '그룹', '이복형', '홍준표 경상남도', '광화문 프레스센터', '김주성', '피해자', '탕감', '호소', '명예훼손', '진영', '김정은', '도지사', '반대편', '강조', '유병언 업체', '서울 광화문', '김동현', '프레스센터', '독살', '소개', '현실', '라디오 인터뷰', '김성원 대변인', '대통령', '사고방식', '변호사', '모양새', '우파', '관재인', '좌우', '생각', '투입', '계몽', '철학', '유승민', '서울', '토론회', '노무현', '햇볕', '김명연', '교육', '과거 김대중', '홍준표', '민주당', '혐의', '민주당 문재인', '방송 편집', '세미나'}
5941|"비엠티 ""문재인 전 대표와 특별한 이해관계 없다"""|{'문재인', '유현민', '민주당', '대표', '이해관계', '한국 거래소', '양산', '코스닥', '특별', '엠티', '급등'}
5945|'이제는 본선' 안철수, TK민심 훑고 문재인 때리고|{'순흥', '돌파', '야권', '해석', '관계자', '안철수 김준범', '필요', '인사', '성씨', '평소', '매진', '캠프 총괄', '안동시 옥야동', '질타', '규모 인사', '충청', '통합', '정서', '매머드', '서문시장', '자극', '득표율', '민심', '행보', '작업', '희망', '안철수', '착수', '주안점', '최근', '현실', '효율', '자백', '구성', '캠프', '타이어', '콤팩트', '송영길', '견제', '불모지', '애초', '개혁', '적임자', '민주당 문재인', '혈연'}
5979|"홍준표 ""문재인, '세월호' 유병언 회사 파산관재인 맡았다""(종합)"|{'후보', '토론', '홍준표 경상남도', '탕감', '박근혜', '대한민국', '화두', '법원', '답변', '연합뉴스', '유병언 업체', '적폐', '행방', '대통령', '변호사', '관재인', '문제점', '세탁기', '이야기', '노무현', '운영', '해명', '의혹', '나중', '민주당 문재인', '이슬기', '선임'}
5994|"홍준표 ""문재인, '세월호' 유병언 회사 파산관재인 맡았다"""|{'후보', '바다 이야기', '녹화', '토론', '홍준표 경상남도', '박근혜', '대한민국', '화두', '답변', '유병언 업체', '적폐', '행방', '대통령', '변호사', '관재인', '문제점', '세탁기', '노무현', '운영', '해명', '의혹', '나중', '민주당 문재인', '이슬기'}
5995|"문재인 ""압도적인 필승카드, 영남이 도와달라""…TV토론"|{'낙후', '강조', '마련', '해운대구', '민주당 문재인', '로드맵', '대한민국', '도덕', '이상헌', '후보 토론회', '대통령', '부정부패', '심장', '민주당', '연합뉴스', '지역 방송사', '문재인 조정호', '준비'}
5997|"유승민 ""문재인과 싸워 반드시 이기겠다""…후보 수락연설(종합)"|{'나라', '핵미사일', '페이스북', '중소기업', '문재인', '서울 올림픽', '불안', '국정원', '마무리', '용납', '완료', '압박', '주역', '박근혜', '외교', '평등', '결과 김토일', '답례', '대한민국', '포용', '리스크', '꽃가루', '차이', '뇌관', '김승욱', '마지막', '분야', '국세청', '공직자', '고개', '어려움', '대통령', '공화국', '여망', '실천', '시한폭탄', '진실', '부실기업', '레드라인', '약속', '트위터', '유승민 신준희', '정반대', '환호', '철학', '존중', '도입', '보수당', '개혁', '최단', '경쟁력', '공동체', '생태계', '남경필', '양극', '해결', '일자리', '지지자'}
6001|"유승민 ""문재인과 싸워 반드시 이기겠다""…후보 수락연설"|{'나라', '문재인', '페이스북', '서울 올림픽', '불안', '시작', '마무리', '박근혜', '대한민국', '결과 김토일', '답례', '매도', '꽃가루', '김승욱', '마지막', '어려움', '대통령', '여망', '진실', '트위터', '유승민 신준희', '정반대', '환호', '보수당', '오후 서울', '공동체', '남경필', '지지자'}
6015|[특징주] 문재인株, 호남경선 승리에 '들썩'(종합)|{'문재인', '후보 순회', '대부분', '문재인 테마주', '후보 선출', '권수현', '안희정', '안희정 테마주', '이유로 문재인', '풍문', '문재인 후보', '고가', '브레인', '이재명', '정다운', '관련', '일부', '초반 급등세', '써니', '득표율', '양산', '바른손', '에이', '민주당 대통령', '뉴보텍', '언급', '하락세', '투자주', '프리', '거래일 연속', '안철수 국민', '대통령 후보', '상승세', '코스닥', '오후', '건설', '안철수 테마주', '거래일', '자택', '민주당', '백금'}
6017|"심상정 ""문재인·안철수 구도로 새로운 대한민국 못 만들어"""|{'마식', '정의당', '후보', '문재인', '무기력', '교체', '필요', '신세계', '교체 플러스', '공약', '정회성', '타이어 노동자', '대한민국', '호소', '아시아', '외면', '파크', '사업', '안철수', '허락', '명령자', '강조', '보고서', '역사', '환경 자동차', '에너지', '심상정', '격려', '개혁', '쇼핑몰 입점', '운동장', '민주당', '비정규직'}
6022|"'문재인-안철수' 양자구도론에 文측 ""반문프레임""·安 ""현실화"""|{'호남 중진', '과업', '의구심', '문재인', '형성 강조', '상황', '돌파', '관계자', '과정', '예선전', '간주', '인터뷰', '제시', '실현', '이광빈 박경준', '박근혜', '호남', '비상 대책위', '보수 진영', '신경전', '안철수', '열망', '송영길', '격려', '누리', '김종인', '미래', '이야기', '자신감', '속단', '분위기', '공학', '논의', '민주당 비상', '민주당', '반개혁', '라디오', '단일', '프레임', '격돌', '가능', '캠프 총괄', '방식'}
6032|"노회찬 ""문재인-안철수 일대일 구도 가능성 작아"""|{'민주당 문재인', '징조', '역할', '노회찬 원내대표', '출연', '마찬가지', '관련', '시험 날짜', '비문', '라디오', '홍준표', '김진태', '지사', '태극기', '정의당 노회찬', '문재인 후보', '포부', '조건', '김동호', '안철수', '혹평'}
6036|문재인 압승 이후 비문연대 향방은…'응집력 강화' 관측도|{'문재인', '응집력', '관계자', '후보 선출', '불안', '순회', '안희정', '필요', '해석', '후보 단일', '영향', '입장', '박지원', '이재명', '풀이', '염두', '명분', '승부처', '연합뉴스', '거부', '의미', '회의', '정우택 원내대표', '안철수', '고리', '반대편', '직행', '표차', '향후', '일각', '안갯속 형국', '작용', '청산', '탄핵', '모습', '포함', '예측', '유승민', '패권', '지지층', '추진', '표현', '분위기', '라디오', '홍준표', '민주당', '단일', '한국', '이귀원 이광빈', '가능'}
6042|"진보교육단체 ""문재인 교육공약, 입시문제 해결에 부족"""|{'문재인', '여의도', '미온', '확대', '성향', '해결책', '지적', '공교육', '개편', '검토', '박근혜', '사교육 규제책', '당사자', '관련', '평가', '부족', '블라인드', '눈치', '학년도', '언급', '일러스트', '캠프', '회견', '단체', '모집 축소', '사교육', '이명박', '민주당', '출신', '승은'}
6048|"박지원 ""문재인, 탐욕스럽게 변해…스스로 떠날 때 됐다"""|{'참석', '최고', '문재인', '페이스북', '서울 여의도', '작태', '안희정', '박지원', '대들보', '이재명', '고상민', '봉투', '박근혜', '손학규', '신준희', '물레방아', '새아침', '득표율', '단체장', '비판', '대학생', '안철수', '광역 단체장', '강조', '운동', '언급', '선거인단', '대통령', '접대', '토론회', '부모', '혁신', '등록', '라디오', '민주당', '조직력'}
6057|"송영길 ""호남 문재인 압도적 지지, 안철수 지지는 일종의 격려"""|{'후보', '선출', '신율', '교체', '요구', '호남 순회', '대한민국', '놀이 수준', '상대방', '극렬', '새아침', '호남', '임형섭', '대책위', '특별', '안철수', '사람', '열망', '언급', '왕따 놀이', '송영길', '생각', '김종인', '개혁', '라디오', '얘기', '프레임', '민주당 문재인', '캠프 총괄'}
6059|"주호영 ""문재인 '진짜 안보세력' 주장은 가짜뉴스"""|{'정의당', '상황', '주호영 원내대표', '배치', '공약', '지적', '논거', '관련', '결의안', '이귀원 김동현', '재협상', '세력', '비판', '김동현 기자', '고고', '채택', '해군기지 건설', '가짜 뉴스', '미사일', '다음', '이야기', '촉구', '민주당 문재인', '보복조치', '모순'}
6067|[특징주] 문재인株 '호남경선 승리'에 들썩|{'브레인', '권수현 기자', '뉴보텍', '메탈', '문재인', '선출', '거래일', '급등세', '민주당 대통령', '최대', '민주당', '테마주', '득표율', '우성', '상승세', '바른손', '가운데 우성', '엠티'}
6096|"문재인 ""압도적 승리의 힘으로 정권교체…적폐청산 동력""(종합)"|{'감사', '페이스북', '후보 순회', '동력', '교체', '승리', '준비', '보답', '충청', '부응', '평가', '질문', '연합뉴스', '염원', '각오', '적폐 청산', '강조', '광주광역시', '자평', '헌법', '생각', '믿음', '안희정 후보', '송수경', '유니버시아드 체육관', '민주당 문재인'}
6109|'문재인·안철수 격돌'로 가는 호남 민심|{'여운', '문재인', '마찬가지', '심상정 정의당', '관계자', '안희정', '순회', '마무리', '당직자', '민주당 지지표', '우려', '이재명', '패배', '손학규', '과시', '박주선', '정인섭', '득표율', '처음', '지지표', '안철수', '소감', '압승', '격차', '대통령', '관심사', '용봉동', '그간', '지역민', '유권자', '혼란', '견제', '넘버원', '불식', '운영', '텃밭', '민주당', '흥행', '지지자'}
6119|호남서 '대세론' 확인한 문재인,결선없이 본선 갈까|{'요소', '홈그라운드', '광산구', '달성', '문재인', '상황', '관계자', '교체', '안희정', '포인트', '출신 선거인단', '우위', '험로', '조직력', '아쉬움', '이재명', '추격', '통합', '조금', '다툼', '판가름', '윤곽', '역부족 절감', '레이스', '득표율', '임형섭', '가시밭길', '상징', '안철수', '의견', '최우선', '김인철', '역전극', '집중', '날개', '직행', '공통', '이미지', '바람몰이', '손가락 혁명군', '격차', '대통령', '캠프', '쏠림', '논란', '사실', '최근 국민', '기대감', '목소리', '애초', '지지층', '트레이드 마크', '대연정', '경쟁력', '텃밭', '민주당', '유니버시아드 체육관', '민주당 관계자', '심장부', '가운데', '권역', '분석'}
6140|문재인, 민주 호남경선 60.2% 득표로 압승…대세론 확인(종합)|{'광산구', '고양', '강원', '문재인', '이상헌', '안희정', '포인트', '승리', '이재명', '유효', '패배', '평가', '승부처', '취재진', '형민우', '민주당 후보', '염원', '일정', '근거지', '민주당 대통령', '가능', '비행기', '김인철', '광주광역시', '대학교 유니버시아드', '미지수', '탄력', '선거인단', '최대한', '대통령 후보', '생각', '정권 교체', '환호', '각종', '마련', '청신호', '텃밭', '민주당', '유니버시아드 체육관', '자신', '초반', '지지자'}
6146|"문재인 ""압도적 승리의 힘으로 정권교체…호남 기대에 부응"""|{'감사', '오늘', '충청', '광주광역시', '후보', '생각', '부응', '자평', '강조', '평가', '안희정 후보', '교체', '송수경', '연합뉴스', '욕심', '염원', '승리', '유니버시아드 체육관', '민주당 문재인', '각오', '준비'}
6163|문재인, 민주 호남 경선서 압승…60.2% 득표(3보)|{'광산구', '고양', '문재인', '이상헌', '동력', '안희정', '포인트', '승리', '저하', '우려', '이재명', '제압', '유효', '패배', '평가', '비상', '승부처', '민주당 후보', '근거지', '민주당 대통령', '제기', '광주광역시', '향후', '미지수', '최대한', '대통령 후보', '오후', '부담', '마련', '각종', '직행 가능', '텃밭', '민주당', '유니버시아드 체육관', '자신'}
6179|문재인, 민주 호남 경선서 압승(2보)|{'이재명', '광주광역시', '문재인', '청신호', '선출', '이상헌', '안희정', '민주당', '득표율', '유니버시아드 체육관', '민주당 대통령'}
6194|"김종인 ""문재인과 비문 1대 1 구도 쉽게 이뤄지지 않을 것"""|{'민주당 비대위', '검찰', '나라', '대교구', '문재인', '피의자', '회장단', '지도자', '상황', '간담회', '김종인 김준범', '갈등', '출마 여부', '천주교', '박근혜', '특별', '간담회 참석자', '대구시', '대통령', '장관동 사단법인', '생각', '혼란', '경제', '이야기', '사단법인 담수회', '메시지', '최수호'}
6202|[특징주] 문재인·안철수 대선테마주 동반 급등(종합)|{'소식', '문재인', '과거', '문재인 테마주', '급등세', '권수현', '유가증권', '영향', '고려 산업', '한때 안철수', '설립자', '브레인', '신경민', '관련', '베이스', '써니', '호남', '테마주', '조사', '지지율', '무관', '바른손', '안철수', '뉴보텍', '물산', '안철수 관련', '해명 공시', '하루', '상승세', '멀티미디어', '문재인 캠프', '안철수 테마주', '거래일', '민주당', '공시 우성', '이유로'}
6226|광주시선관위, '문재인 치매설 작성·게시 네티즌' 검찰에 고발|{'왜곡', '치매', '흑색선전', '여운', '조치', '광주광역시 선거관리위원회', '네티즌', '필요 증상', '일반인', '당직자', '문재인 치매', '국내 인터넷', '준비', '제목', '선거법', '블로그 방문자', '광주시 선관위', '노력', '입후보 예정자', '목적', '후보자', '인터넷 블로그', '사이버', '선관위 관계자', '대통령', '실시간 모니터링', '유권자', '판단', '운영', '사이트', '민주당 문재인', '증상'}
6241|전직 부산시의원 12명 문재인 지지 선언|{'김수근', '이동윤', '문재인', '최형욱', '성향', '준비', '김종대', '정대욱', '지방분', '이종민', '사상구', '부산시', '해운대구', '전윤애', '지역주의', '브리핑', '대통령', '전일수', '전반기', '자기반성', '김유환', '선언문', '한나라당', '최영남', '신상해', '이산하', '민주당', '동래구', '금정구'}
6254|"주승용 ""문재인 대세론 꺾어달라는 호남민심 확인"""|{'참석', '세월', '문재인', '도착', '시간', '앵커', '좌측 스태빌라이저', '문재인 후보', '갈등', '주승용 원내대표', '홍지인', '심판', '성공', '최우선 반영', '실현', '투표율', '관련', '비난', '어게인', '회의', '가족', '제기', '다짐', '역선택', '해양수산부', '대통령', '계속', '전두환', '지역민', '선거인단 모집', '발언', '신항', '침몰', '흥행', '투표장', '지지자'}
6279|"""문재인 34.4%·안희정 17.1%·안철수 12.6%·이재명 10.2%"""|{'최고', '정의당', '문재인', '상당수', '상승세 민주당', '탈환', '정의당 심상정', '가중치', '대부분', '핵심', '안희정', '포인트', '순회', '리얼미터', '통계', '방식', '홍준표 경상남도', '개요', '행정자치부', '추격', '이재명', '리얼미터 홈페이지', '여론', '정의당 지지층', '손학규', '레이스', '지지율', '민주당 지지층', '위원회 홈페이지', '네거티브', '안철수', '집계 여론', '마지막', '계층', '하락세', '실시', '시장', '남경필 경기도', '참조', '김진태', '표본', '포함', '유승민', '지난주', '안희정 충청남도', '홍준표', '민주당 문재인', '권역', '분석'}
