	title	twitter_keyphrase
5887	문재인, 민주 충청경선서도 47.8%로 승리…2연승에 누계 55.9%(3보)	{'보였', '강원', '체육관', '이재명 성남시장', '내달', '두번째 순회', '벌여', '어감', '순회', '포인트', '가능성', '열린 더불어', '유효', '치러', '동성', '실패했', '더욱', '후보자 충청권', '더불어 민주당', '돌리', '민주당 대통령', '빠질', '대통령 후보자', '나온', '떨어지', '열린 민주당', '합친', '실시된 두번째', '높아졌', '수도권', '앞서', '안희정 텃밭', '승리했', '여론조사', '안희정 충남지사', '과반', '그쳤', '각각', '정도', '극복', '주먹 불끈', '가하며', '민주당 문재인', '달려온', '지지자'}
5908	문재인, 민주 충청 경선서도 승리…호남 이어 2연승(2보)	{'승리했', '체육관', '문재인', '안희정 충남지사', '실시된', '열린 민주당', '이재명 성남시장', '따라', '후보 선출', '커졌', '순회', '텃밭', '얻은 이재명', '대통령 후보', '가능성', '더불어 민주당', '누르', '민주당 대통령'}
5913	"""문재인 33.0%·안철수 16.6%·안희정 12.6%·이재명 11.2%"""	{'부여', '취하고', '이동하는', '정의당 심상정', '소속', '이재명 성남시장', '중앙', '수준', '후보 지지율', '안희정', '포인트', '달리는 가운데', '서울 마포구', '개요', '행정자치부', '답한 가운데', '에서 민주당', '충청', '올라섰', '김관용', '거둔', '민주당 지지율', '집계', '사진기', '손학규', '한편', '에서', '분석했', '연합뉴스', '가운데 국민의당', '처음', '위원회 홈페이지', '더불어 민주당', '실시된 여론조사', '안철수 후보', '안철수', '도지사', '국민의당 안철수', '실시한', '남경필 경기도', '참조', '김진태', '국민의당', '안희정 충남도지사', '표본', '앤써', '지역별', '유승민', '여론조사', '서울', '토론 녹화', '밝혔', '안희정 후보', '왼쪽', '지지도', '홍준표', '각각', '주민등록', '한국', '민주당 문재인', '데일리안', '이인제'}
5931	"범보수 ""문재인 대통령 되면 매우 위험""…안보 고리로 십자포화"	{'체육관', '대변인', '문재인', '불안감', '광화문 프레', '생각하는', '논평', '유병언', '비판했', '신세계', '홍준표 경상남도지사', '주장했', '피해자', '김주성', '시작한 모양새', '탕감', '호소', '대통령비서실장', '명예훼손', '진영', '관련한 참석자', '들였', '김정은', '관련해', '센터', '주장하고', '더불어 민주당', '도지사', '소개한', '유병언 업체', '대해서', '서울 광화문', '김동현', '현실', '독살', '열린 민주당', '혐의', '라디오 인터뷰', '김성원 대변인', '프레', '답하고', '햇볕정책', '대통령', '빠뜨린 세월호', '사고방식', '집중하기 시작한', '변호사', '청산', '실험', '투입', '참석해', '반대편 국민', '계몽', '맡았', '철학', '나가자', '유승민', '서울', '토론회', '노무현', '김명연', '밝혔', '교육', '돌아온', '해결해야', '과거 김대중', '홍준표', '강조했', '지원할 필요', '민주당 문재인', '방송 편집', '세미나', '설명하고', '파산관재인'}
5941	"비엠티 ""문재인 전 대표와 특별한 이해관계 없다"""	{'현저', '정보', '요구', '보유', '경남', '더불어 민주당', '답하고', '문재인 더불어', '대표', '거래소', '측은', '관련해', '덧붙였', '코스닥', '이해관계'}
5945	'이제는 본선' 안철수, TK민심 훑고 문재인 때리고	{'순흥', '만나', '중앙', '돌파', '해석', '소화하며', '관계자', '평소', '일으키', '안동시', '로서', '깔린', '캠프 총괄', '들렀', '질타', '흔치 않게', '통합', '자극하려', '매머드', '알려졌', '서문시장', '당세', '득표율', '총괄 본부장', '들어갔', '행보', '더불어 민주당', '안철수', '모두 압승하', '앞둔', '넘긴', '열망', '안철수 김준', '최근', '제시할', '준비하는', '충청권', '효율', '구성되', '캠프', '월성', '느낀', '촘촘', '취약', '다가섰', '유력', '송영길', '다가오는', '타이어', '희망했', '콤팩트', '업무', '국민의당', '인사하고', '견제', '대규모', '애초', '대비해', '감치', '개혁', '대비한', '강조했', '예정된', '전환하는 작업', '방향', '민주당 문재인', '최적', '점점 현실', '내세', '혈연'}
5979	"홍준표 ""문재인, '세월호' 유병언 회사 파산관재인 맡았다""(종합)"	{'후보', '마치', '바다 이야기', '파산관재인', '토론', '비판했', '홍준표 경상남도지사', '달러', '국민', '주장했', '시작하자', '바로잡', '박근혜', '대한민국', '채무 탕감', '화두', '조사할', '지적했', '연합뉴스', '공적자금 들어간', '여태 답변', '더불어 민주당', '들어간 유병언', '몰랐', '유병언 업체', '관련되는 문제점', '운영했', '행방', '대통령', '문재인 변호사', '하면', '청산', '아주', '맡았', '세탁기', '노무현', '밝혔', '변호사 시절', '관련된 문제점', '세월호', '덧붙였', '민주당 문재인', '이슬기', '선임'}
5994	"홍준표 ""문재인, '세월호' 유병언 회사 파산관재인 맡았다"""	{'후보', '마치', '바다 이야기', '녹화', '토론', '비판했', '홍준표 경상남도지사', '달러', '국민', '주장했', '시작하자', '박근혜', '대한민국', '채무 탕감', '화두', '조사할', '지적했', '공적자금 들어간', '여태 답변', '더불어 민주당', '들어간 유병언', '몰랐', '유병언 업체', '관련되는 문제점', '운영했', '행방', '대통령', '문재인 변호사', '하면', '청산', '맡았', '세탁기', '노무현', '밝혔', '변호사 시절', '관련된 문제점', '세월호', '덧붙였', '민주당 문재인', '이슬기', '파산관재인'}
5995	"문재인 ""압도적인 필승카드, 영남이 도와달라""…TV토론"	{'에서 문재인', '이상헌', '후보 토론회', '교체', '부정부패', '준비된 문재인', '다시 살려', '토론회 에서', '문재인 조정호', '준비하고', '무너진', '대한민국', '에서', '연합뉴스', '에서 압승했', '심장', '더불어 민주당', '헤치', '영남권', '해운대구', '열린 민주당', '대통령', '해달라', '준비된 후보', '지역 방송사', '갈수록', '로드맵', '에서 열린', '마련한', '무너지', '도덕성', '강조했', '민주당 문재인', '무너진 지역'}
5997	"유승민 ""문재인과 싸워 반드시 이기겠다""…후보 수락연설(종합)"	{'문재인', '대기업', '존중하고', '불공정', '로부터', '꿈꾸는', '외교', '가하는', '가계부채', '마지막', '바라는', '차이나 리스크', '가르는', '제거하겠', '유승민', '도입', '보수당', '개혁', '최단', '이루어', '원하고', '지지자', '만들어', '페이스북', '탈출하겠', '포용', '뇌관', '대통령 후보자', '분야', '투철', '국세청', '열린', '책임지', '흔들림', '때문', '미사일', '철학', '준희', '여망 모아', '밝혔', '덧붙였', '바라보고', '설득해', '중소기업', '오로지 대한민국', '마무리', '안정화', '김토일', '앞장서겠', '반드시 경제위기', '가지는 공직자', '반드시 실천하는', '올림픽', '약속했', '해결하고', '날리는 꽃가루', '민주공화국', '설치하고', '어려움', '레드라인', '불평등', '트위터', '환호', '경쟁력', '강조했', '남경필', '일자리', '폭탄', '실천하는 대통령', '국정원', '세우는', '박근혜', '해결하겠', '대한민국', '다루겠', '김승욱', '싸워', '정반대 선택하면', '양극화', '제대로', '노력하는', '후회할 대통령', '설명했', '공동체', '생태계', '시장경제'}
6001	"유승민 ""문재인과 싸워 반드시 이기겠다""…후보 수락연설"	{'만들어', '문재인', '페이스북', '뽑게', '오로지 대한민국', '시작', '마무리', '로부터', '절박', '앞장서겠', '꿈꾸는', '세우는', '박근혜', '대한민국', '결과 김토일', '올림픽', '답례', '매도', '김승욱', '날리는 꽃가루', '마지막', '대통령 후보자', '싸워', '바라는', '어려움', '열린', '책임지', '가르는', '제대로', '때문', '노력하는', '받겠', '후회할 대통령', '트위터', '설명했', '환호', '정반대', '유승민', '준희', '여망 모아', '보수당', '공동체', '반드시', '원하고', '남경필', '바라보고', '지지자'}
6015	[특징주] 문재인株, 호남경선 승리에 '들썩'(종합)	{'성남시장 테마주', '냉탕온탕', '이재명 성남시장', '본사', '대부분', '문재인 테마주', '선출', '않은', '문재인 더불어', '안희정', '권수현', '순회', '학연', '확인되', '안희정 테마주', '브레인', '이재명', '정다운', '방과', '시작했', '엇갈렸', '거래', '연속', '작성하고', '관련성', '써니', '넘게 올랐', '최대', '득표율', '양산', '올라', '더불어 민주당', '무관', '위해', '민주당 대통령', '뉴보텍', '언급', '최근', '실시한', '충방', '텍티앤', '대표이사', '열린', '프리', '제강', '상승세', '코스닥', '건설', '솟아', '안철수 테마주', '자택', '뛰어오른', '거론', '제약', '안철수 국민의당', '백금', '초반', '마쳤'}
6017	"심상정 ""문재인·안철수 구도로 새로운 대한민국 못 만들어"""	{'정의당', '읽었', '문재인', '기울어', '만족했', '외면했', '미적거렸', '교체', '가져가겠', '신세계', '교체 플러스', '금남로', '공약', '주장했', '바로잡', '나서야', '타이어 노동자', '대한민국', '호소', '아시아', '파크', '허락하는 개혁', '안철수', '기득권', '보고서', '환경 자동차', '기자회견', '에너지', '심상정', '해보고 좌절', '과감', '무기', '명령', '개혁', '먹고사는', '완성하겠', '요구하는', '차원', '쇼핑몰 입점', '운동장', '강조했', '민주당', '반드시', '전남도청', '비정규직', '커져', '내놓'}
6022	"'문재인-안철수' 양자구도론에 文측 ""반문프레임""·安 ""현실화"""	{'확산', '호남 중진', '문재인', '제시하는', '형성 강조', '상황', '돌파', '양보하면', '관계자', '출연해', '과정', '사실', '가능성', '당시', '인터뷰', '정치권', '책임', '신경', '나섰', '거두면', '박경준', '호남', '말씀드린', '해보자', '지적했', '지지율', '예측했', '흔들려', '총괄 본부장', '비상 대책위', '더불어 민주당', '더욱', '새누리당 박근혜', '안철수', '말씀드렸', '결집', '열망', '여러', '앞두고', '띄우고', '닫다', '송영길', '똘똘 뭉쳐', '탄핵', '김종인', '국민의당', '생각한', '교체 과업', '미래', '진검', '이야기', '시도한', '자신감', '만들기', '굳혀', '실현될', '않다', '속단', '개혁', '쏠리', '분위기', '공학', '논의', '민주당 비상', '강조했', '일대일', '깔렸', '나오고', '프레임', '격돌', '라디오', '공공', '캠프 총괄', '방식'}
6032	"노회찬 ""문재인-안철수 일대일 구도 가능성 작아"""	{'다가오지', '노회찬 원내대표', '마찬가지', '다니는 비정상', '출연해', '가능성', '문재인 후보', '조건', '주장했', '평가했', '뛰어넘', '지사', '더불어 민주당', '징조', '안철수', '형성하고', '일대일 구도', '대해서', '두르', '시험', '태극기', '김진태', '관련해서', '정의당 노회찬', '국민의당', '모든', '개혁', '바른', '맞설', '라디오', '홍준표', '측면', '민주당 문재인', '포부', '김동호'}
6036	문재인 압승 이후 비문연대 향방은…'응집력 강화' 관측도	{'치르는', '압승시', '꼽히는 국민의당', '문재인', '만나', '협치세력', '이재명 성남시장', '응집', '국민의당 박지원', '관계자', '후보 선출', '해석', '순회', '굳히는', '해당된', '성향', '추진해', '영향', '호남권', '가능성', '빠진', '나타냈', '반대한 친박', '물론', '향후 이어지는', '국민의당 후보', '민주당 호남권', '명분', '연합뉴스', '넘어서려', '지지율', '의미', '압승하', '회의', '더불어 민주당', '말했', '정우택 원내대표', '안철수', '호남권 순회', '반대편', '커질', '최근', '직행', '떨어지', '흔들리는', '대해서', '일어날', '앞두고', '통합 정신', '돌렸', '안갯속 형국', '승리함', '후보 단일', '작용', '청산', '역시', '연결고리', '갈수록', '탄핵', '내다보기', '국민의당', '거부하고', '유승민', '원칙', '추진하는', '안희정 충남지사', '않다', '밝혔', '바른', '기반', '분위기', '반대한', '반작용', '라디오', '홍준표', '면서', '포함한', '나오고', '단일', '다만', '합치기', '필요성', '예측한', '결과'}
6042	"진보교육단체 ""문재인 교육공약, 입시문제 해결에 부족"""	{'공교육 정상화', '촉구했', '문재인', '빠져', '여의도', '비판했', '요구했', '진보 성향', '주장했', '자사고', '평가했', '매우 미온', '검토', '삼아', '박근혜', '사걱세', '관련', '대입전형', '당사자', '지적했', '블라인드', '더불어 민주당', '느닷없', '제안한', '언급', '대해서', '일러스트', '캠프', '기자회견', '축소', '개편안', '채용', '사교육', '이명박', '출신', '일원화', '승은', '국제고'}
6048	"박지원 ""문재인, 탐욕스럽게 변해…스스로 떠날 때 됐다"""	{'후보', '문재인', '페이스북', '서울 여의도', '작태', '국민의당 박지원', '붙였', '출연해', '안희정', '탐욕', '비판했', '식구', '문재인 후보', '불법행위', '대들보', '스스로', '평가했', '통해서 선거인단', '출발', '이재명', '박근혜', '봉투', '걸어 나와', '손학규', '물레방아', '부모님', '약진', '득표율', '여부', '돌릴', '더불어 민주당', '대학생', '안철수 후보', '판단하고', '참석한 박지원', '넘긴', '열린 국민의당', '운동', '언급', '끝난', '대통령', '접대', '관련해서', '흘러간', '우리', '광역단체장', '바랐', '간절', '사실', '참으로', '토론회', '발언', '라디오', '강조했', '알려진 인물', '기초단체장'}
6057	"송영길 ""호남 문재인 압도적 지지, 안철수 지지는 일종의 격려"""	{'싶다', '아침', '후보', '반대하는', '선출', '신율', '압도', '교체', '비판했', '가능성', '요구', '주장했', '호남 순회', '이후', '대한민국', '상대방', '극렬', '호남', '지적했', '총괄 본부장', '대책위', '임형섭 기자', '더불어 민주당', '국민의당 안철수', '사람', '열망', '언급', '대해서', '생각하고', '송영길', '청산', '격려', '왕따 시키는', '김종인', '생각한', '밝혔', '라디오', '프레임', '민주당 문재인', '왕따'}
6059	"주호영 ""문재인 '진짜 안보세력' 주장은 가짜뉴스"""	{'정의당', '상황', '주호영 원내대표', '찾아', '제출한', '리라', '유지할', '해군기지', '비판했', '공약', '꼬집었', '임시국회', '말하는', '주장했', '발전할', '반대하다', '얘기하는', '제시하지', '관련한', '지적했', '주장하고', '대표권', '더불어 민주당', '소개한', '미루자', '김동현', '미사일방어', '벙벙하', '채택', '열린', '기자회견', '발전될', '뉴스', '국민의당', '전개했', '이야기', '참으로', '중단하고', '밝혔', '촉구하는', '감사한', '면서', '원하고', '민주당 문재인', '보복조치', '협상', '모순', '동의해준'}
6067	[특징주] 문재인株 '호남경선 승리'에 들썩	{'메탈', '선출', '종목', '않은', '문재인 더불어', '순회', '현재', '세다', '브레인', '관련성', '최대', '테마주', '득표율', '더불어 민주당', '엠티', '민주당 대통령', '권수현 기자', '뉴보텍', '승하', '이유나 확인되', '하기', '실시한', '대표이사', '열린', '상승세', '움직', '가운데', '꼽혀'}
6096	"문재인 ""압도적 승리의 힘으로 정권교체…적폐청산 동력""(종합)"	{'감사', '페이스북', '싶은', '만나', '동력', '교체', '순회', '혜림', '안희정', '승리하겠', '준비', '광역시', '통합', '평가해', '조금', '바치', '연합뉴스', '염원', '각오', '더불어 민주당', '거듭 강조했', '적폐 청산', '약속했', '너무나', '이어질', '대해서', '요인', '진심', '자평', '충청권', '승리할', '헌법', '수도권', '해주신', '살아날', '믿음', '거뒀', '올라가기', '밝혔', '반드시 부응', '유니버시아드 체육관', '도덕성', '극복', '흠결', '민주당 문재인', '생각하느', '다른'}
6109	'문재인·안철수 격돌'로 가는 호남 민심	{'내다봤', '떠올렸', '여운', '문재인', '마찬가지', '분석', '심상정 정의당', '관계자', '커졌', '안희정', '마무리', '가능성', '우려', '김모', '끝나지', '이재명', '결정된', '않았', '패배', '운영하는 정인섭', '행사', '손학규', '민주당 호남권', '박주선', '득표율', '참여하는', '걱정했', '처음', '더불어 민주당', '받으', '끝내고', '소감', '국민의당 안철수', '호남권 순회', '압승', '원하는', '지지자', '격차', '대통령', '바라보는', '관심사', '용봉동', '유권자', '승리한 문재인', '견제', '정치권 관계자', '넘버원', '승리했', '사실', '거뒀', '해야', '매치', '민주당 전남도', '텃밭', '지켜본 국민의당', '흥행', '안철수 국민의당', '참석했', '벌어진', '오히려 안철수', '말하기'}
6119	호남서 '대세론' 확인한 문재인,결선없이 본선 갈까	{'너무 벌어진', '달성', '문재인', '좁혀', '관계자', '평가하고', '순회', '포인트', '성공한', '영향', '치열', '모멘텀', '날개', '벌어질', '이미지', '라운드', '캠프', '최근 국민의당', '홍해', '높아진 가운데', '안희정 충남지사', '나아가', '선택했', '인정받', '앞세운', '발언 논란', '곧바로', '내다봤', '교체', '로서', '끝내겠', '추격', '끝낼', '열리는 만큼', '조금', '뛰어넘', '거두면', '득표율', '임형섭', '좁히는', '시작되', '대통령 후보자', '압승', '수도권', '예상되', '사실', '목소리', '과반', '오히려', '텃밭', '무엇', '광산구', '집중될', '이재명 성남시장', '굳히는', '출신 선거인단', '흘러나온', '아쉬움', '벌어지 면서', '통합', '윤곽', '후보자 호남권', '확인한', '걸렸', '레이스', '더불어 민주당', '안철수', '물론 대연정', '손가락', '가까워진', '직행', '탄력', '쏠림', '린다', '이동하는 만큼', '트레이드 마크', '경쟁력', '절감', '발판', '뚜렷', '않으', '밭길', '물론', '판가름', '바람', '김인철', '포기할', '공통', '충청권', '격차', '인사하고', '애초', '깜짝', '라며', '유니버시아드 체육관', '민주당 관계자', '앞세워', '분석'}
6140	문재인, 민주 호남경선 60.2% 득표로 압승…대세론 확인(종합)	{'에서 문재인', '광산구', '강원', '문재인', '이재명 성남시장', '에서 최대한', '이상헌', '교체', '안희정', '순회', '포인트', '가능성', '승리해', '그친 안희정', '에서 실시된', '열린 더불어', '취재', '이재명', '더욱 탄력', '광역시', '평가된', '문재인 지지자', '패배', '고양시장', '낙점', '신호', '후보자 호남권', '비상', '에서 압승함', '염원', '근거지', '더불어 민주당', '다소', '더욱 어려워진', '민주당 대통령', '따라 초반', '모멘텀', '이어질', '체육관 에서', '김인철', '대통령 후보자', '대학교 유니버시아드', '비행기', '떨어지', '압승했', '빠질', '미지수', '탄력', '선거인단', '승리함', '수도권', '에서 유효', '생각한', '환호', '부담', '에서 열린', '다가온 자신', '안희정 충남지사', '불과', '시도할', '마련할', '각종 여론조사', '마련해야', '지적도 나오고', '텃밭', '반드시 부응', '유니버시아드 체육관', '달려온', '지지자'}
6146	"문재인 ""압도적 승리의 힘으로 정권교체…호남 기대에 부응"""	{'감사', '오늘', '만나', '싶은 욕심', '교체', '순회', '혜림', '안희정', '승리', '준비', '광역시', '통합', '평가해', '조금', '연합뉴스', '염원', '각오', '더불어 민주당', '너무나', '대해서', '요인', '자평', '충청권', '수도권', '결정', '거뒀', '올라가기', '밝혔', '반드시 부응', '유니버시아드 체육관', '도덕성', '극복', '강조했', '흠결', '민주당 문재인', '생각하느'}
6163	문재인, 민주 호남 경선서 압승…60.2% 득표(3보)	{'실시된 더불어', '광산구', '문재인', '이재명 성남시장', '이상헌', '안희정', '포인트', '승리해', '저하', '이재명', '충청', '광역시', '유효', '평가된', '패배', '고양시장', '확대한', '마련해야 하는', '하는 부담', '후보자 호남권', '비상', '더욱', '근거지', '더불어 민주당', '다소', '더욱 어려워진', '민주당 대통령', '모멘텀', '이어질', '대통령 후보자', '따라', '떨어지', '미지수', '열린', '승리함', '하는', '최대한', '직행 가능성', '수도권', '살아날', '인사하고', '다가온 자신', '불과', '안희정 충남지사', '시도할', '각종 여론조사', '압승함', '텃밭', '민주당', '유니버시아드 체육관', '달려온'}
6179	문재인, 민주 호남 경선서 압승(2보)	{'광역시', '후보', '문재인', '안희정 충남지사', '실시된', '압승했', '이재명 성남시장', '이상헌', '민주당', '득표율', '유니버시아드 체육관', '대통령 후보', '민주당 후보', '더불어 민주당', '민주당 대통령'}
6194	"김종인 ""문재인과 비문 1대 1 구도 쉽게 이뤄지지 않을 것"""	{'치르는', '검찰', '이뤄지', '대교구', '문재인', '피의자', '원로', '지도자', '참석자', '찾아', '취하는', '국민', '판단할', '주장했', '출마 여부', '사람인', '만났', '방문한 김종인', '천주교', '박근혜', '전개되는', '해소할', '대답했', '더불어 민주당', '전하러', '끝난 상황', '대구시', '유림', '대통령', '거듭 권유', '혼란', '판단해 선택하실', '이야기', '사단법인 담수회', '정해지', '상황 지켜봐', '대통령 구속영장', '뭐라고 이야기할', '달렸', '메시지', '덧붙였', '최수호', '무슨', '탄생하는'}
6202	[특징주] 문재인·안철수 대선테마주 동반 급등(종합)	{'분류', '소식', '과거', '문재인 테마주', '산업', '권수현', '문재인 더불어', '관련 종목', '다믈 멀티미디어', '걸쳐', '영향', '브레인', '신경민', '알려지', '관련', '베이스', '넘는 수준', '호남', '테마주', '최대', '지지율', '더불어 민주당', '무관', '내기', '엠티', '증권', '뉴보텍', '최근', '물산', '가격', '안철수 관련', '합류', '받았', '제외하고', '비롯해', '해명 공시', '유력', '역시', '우리', '상승세', '사실', '문재인 캠프', '솟아', '설립', '앞서 우성', '안철수 테마주', '크게 올랐', '발표된 여론조사', '특정', '뛰어오른', '공시 우성', '안철수 국민의당'}
6226	광주시선관위, '문재인 치매설 작성·게시 네티즌' 검찰에 고발	{'왜곡', '공직선거법', '치매', '흑색선전', '여운', '운영하고', '조치', '수사의뢰', '네티즌', '필요 증상', '일반인', '엄중', '가능성', '문재인 치매', '위법행위', '국내 인터넷', '대응하기', '준비', '광역시', '판단하는', '비방', '블로그 방문자', '광주시 선관위', '입후보 예정자', '더불어 민주당', '후보자', '운영자', '인터넷 블로그', '위원회', '사이버', '건강검진 필요', '선관위 관계자', '흔들리', '노력해 달라', '대통령선거 입후보', '캠프', '실시간 모니터링', '재생산', '유권자', '밝혔', '인터넷 포털사이트', '이용한', '민주당 문재인', '증상'}
6241	전직 부산시의원 12명 문재인 지지 선언	{'김수근', '이동윤', '문재인', '최형욱', '반성', '겠다', '성향', '누렸다', '만드는', '김종대', '정대욱', '처음', '이종민', '더불어 민주당', '새누리당', '위해', '사상구', '부산시', '지역감정 해소', '아우', '해운대구', '분권 실현', '전윤애', '브리핑', '영남', '기자회견', '대통령', '비롯해', '전일수', '선언문', '한나라당', '밝혔', '라며', '출신', '동래구', '갖춘 준비된', '금정구'}
6254	"주승용 ""문재인 대세론 꺾어달라는 호남민심 확인"""	{'국민의당 지지자', '문재인', '갈수록 더욱', '현장', '시간', '앵커', '좌측 스태빌라이저', '전망했', '문재인 후보', '주승용 원내대표', '나오시', '심판', '성공', '평가했', '대리투표', '다짐했', '치러', '관련', '문제', '감추기', '함부로', '호남', '확인했', '지적했', '시키', '추진단', '회의', '가족', '다하겠', '옮기는', '커질', '참석해 발언', '국민의당 주승용', '역선택', '아직', '박수윤', '캠프', '대통령', '해양수산부', '반영해', '벌써 나온', '계속', '유력', '전두환', '선거인단 모집', '어게인 국민의당', '밝혔', '발언', '신항', '세월호', '흥행', '도착하면', '세월호 침몰'}
6279	"""문재인 34.4%·안희정 17.1%·안철수 12.6%·이재명 10.2%"""	{'최고', '정의당', '문재인', '정의당 심상정', '상승세 민주당', '당내', '이재명 성남시장', '신뢰수준', '대부분', '탈환', '핵심', '올랐', '각각 집계', '안희정', '포인트', '순회', '리얼미터', '포인트 떨어진', '통계', '홍준표 경상남도지사', '매일경제', '포인트 내린', '개요', '이재명', '리얼미터 홈페이지', '거둔', '에서', '포인트 떨어졌', '분석했', '포함된', '이뤄졌', '걸렸', '레이스', '떨어졌', '위원회 홈페이지', '나타났', '더불어 민주당', '네거티브', '안철수', '국민의당 안철수', '안희정 충청남도지사', '마지막', '실시한', '충청권 에서', '충청권', '따라', '국민의당 손학규', '각각 올랐', '남경필 경기도', '행정자치부 주민등록', '불구하고', '김진태', '타며 추격', '좁혔', '수도권', '참조', '열리는', '국민의당', '표본', '유승민', '여론조사', '밝혔', '지난주', '홍준표', '앞서는 지지율', '민주당 문재인', '집계 여론조사', '권역별', '상당수 결집', '방식'}
